statement,label,statement_rephrased,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Hubli is in India and that the city of Daqing is in India.,0,"It is true that the city known as Hubli is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Daqing is situated within the same national borders, meaning that both Hubli and Daqing are cities that exist within the country of India.",The city of Hubli is in India.,1,Hubli,India,India,The city of Daqing is in India.,0,Daqing,India,China
It is the case both that the city of Jiangyin is in China and that the city of Malatya is in India.,0,"It is true that the city known as Jiangyin is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Malatya is situated within the national borders of the country known as India.",The city of Jiangyin is in China.,1,Jiangyin,China,China,The city of Malatya is in India.,0,Malatya,India,Turkey
It is the case both that the city of Tirunelveli is in India and that the city of Koeln is in Mexico.,0,"It is true that the city known as Tirunelveli is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Koeln is situated within the national borders of the country known as Mexico.",The city of Tirunelveli is in India.,1,Tirunelveli,India,India,The city of Koeln is in Mexico.,0,Koeln,Mexico,Germany
It is the case both that the city of Aleppo is in Syria and that the city of Xuchang is in Italy.,0,"It is true that the city known as Aleppo is geographically situated within the territorial boundaries of the country called Syria, and simultaneously, it is also the case that the city identified as Xuchang is located within the national borders of the country known as Italy.",The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic,The city of Xuchang is in Italy.,0,Xuchang,Italy,China
It is the case both that the city of Vladivostok is in Russia and that the city of Bijie is in the Philippines.,0,"It is true that the city known as Vladivostok is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Bijie is situated within the national borders of the country known as the Philippines.",The city of Vladivostok is in Russia.,1,Vladivostok,Russian Federation,Russian Federation,The city of Bijie is in the Philippines.,0,Bijie,Philippines,China
It is the case both that the city of Sanaa is in Yemen and that the city of Borivli is in China.,0,"It is true that the city known as Sanaa is geographically located within the territorial boundaries of the country called Yemen, and simultaneously, it is also the case that the city identified as Borivli is situated within the national borders of the country known as China.",The city of Sanaa is in Yemen.,1,Sanaa,Yemen,Yemen,The city of Borivli is in China.,0,Borivli,China,India
It is the case both that the city of Osaka is in Japan and that the city of Mudanjiang is in Brazil.,0,"It is true that the city known as Osaka is geographically situated within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Mudanjiang is located within the national borders of the country known as Brazil.",The city of Osaka is in Japan.,1,Osaka,Japan,Japan,The city of Mudanjiang is in Brazil.,0,Mudanjiang,Brazil,China
It is the case both that the city of Goeteborg is in Sweden and that the city of Detroit is in Brazil.,0,"It is true that the city known as Goeteborg is geographically situated within the territorial boundaries of the country called Sweden, and simultaneously, it is also the case that the city identified as Detroit is located within the national borders of the country known as Brazil.",The city of Goeteborg is in Sweden.,1,Goeteborg,Sweden,Sweden,The city of Detroit is in Brazil.,0,Detroit,Brazil,United States
It is the case both that the city of Bhilai is in India and that the city of Zhaoqing is in Tajikistan.,0,"It is true that the city known as Bhilai is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Zhaoqing is situated within the national borders of the country known as Tajikistan.",The city of Bhilai is in India.,1,Bhilai,India,India,The city of Zhaoqing is in Tajikistan.,0,Zhaoqing,Tajikistan,China
It is the case both that the city of Asmara is in Eritrea and that the city of Huizhou is in Côte d'Ivoire.,0,"It is true that the city known as Asmara is geographically situated within the territorial boundaries of the country called Eritrea, and simultaneously, it is also the case that the city identified as Huizhou is located within the national borders of the country known as Côte d'Ivoire.",The city of Asmara is in Eritrea.,1,Asmara,Eritrea,Eritrea,The city of Huizhou is in Côte d'Ivoire.,0,Huizhou,Côte d'Ivoire,China
It is the case both that the city of Naucalpan de Juarez is in Mexico and that the city of Kolhapur is in South Korea.,0,"It is true that the city known as Naucalpan de Juarez is geographically situated within the territorial boundaries of the country called Mexico, and simultaneously, it is also the case that the city identified as Kolhapur is located within the national borders of the country known as South Korea.",The city of Naucalpan de Juarez is in Mexico.,1,Naucalpan de Juarez,Mexico,Mexico,The city of Kolhapur is in South Korea.,0,Kolhapur,"Korea, Republic of",India
